x,y,z,E1,E2,P,PCA_1,PCA_2,x',y',z',dx,dy,dz
2.1648901405887338e-16,5.773043016856624e-16,5.000000000000001,5.0,16.0,0.15,0.0,0.0,41.22725960227346,-6.10762775951607e-05,16.627520190459084,0.1522904482056333,-0.05251165837331526,0.003756050595349336
1.172019351866202e-16,-1.9186450819461003,4.625524590269501,5.0,16.0,0.15,0.0,0.0,40.51933030186216,-6.221982221460538,15.147470598616835,0.13962959193945185,-0.0811332364730726,-0.004242740973373094
-2.619264724366641e-32,-3.5294464481437338,3.5294464481437338,5.0,16.0,0.15,0.0,0.0,40.140834983951024,-11.753024929963155,11.603534140154643,0.1336251076925712,-0.11077636864259435,-0.006193680128288257
-1.172019351866202e-16,-4.625524590269501,1.9186450819461003,5.0,16.0,0.15,0.0,0.0,40.12801367217213,-15.862522476913615,6.4147224808066055,0.13667600885230852,-0.14087773055330693,-0.011608179042334531
-2.164890140588733e-16,-5.0,5.73326514572099e-16,5.0,16.0,0.15,0.0,0.0,40.517106390157515,-17.819808137440084,4.7286306812814305e-05,0.15118130880598102,-0.1708739978766367,-0.029997649888450294
2.833481680343871e-16,1.9186450819460998,4.6255245902694995,5.0,16.0,0.15,0.0,0.0,42.027002167111895,6.034521165803898,15.464248661882248,0.16977494061892728,-0.013698664443131225,-0.022147497202187512
1.4119458437438685e-16,3.425943517869783e-16,3.2610103793994263,5.0,16.0,0.15,0.0,0.0,53.81615231166258,0.14458409575943026,11.615798937284156,0.1817403377940225,-0.07206365516111785,-0.035578858098104835
-4.81482486096809e-34,-1.7228603348790508,1.7228603348790508,5.0,16.0,0.15,0.0,0.0,56.593452727669366,-5.953060391679164,6.170594893227602,0.1859289120924608,-0.10164237835398987,-0.043579174646888985
-1.4119458437438685e-16,-3.2610103793994267,7.979727989493313e-17,5.0,16.0,0.15,0.0,0.0,51.92836404592233,-11.751246808153038,-0.22552729427392287,0.18176504468417218,-0.12547664517610413,-0.049094471200823
-2.8334816803438714e-16,-4.625524590269502,-1.9186450819460985,5.0,16.0,0.15,0.0,0.0,41.39034689721154,-16.742809665303334,-6.926731449206915,0.16867311673908647,-0.1666082667818174,-0.055070772112189914
3.0563455269289164e-16,3.5294464481437333,3.529446448143733,5.0,16.0,0.15,0.0,0.0,42.74128648795392,11.14368768517527,11.831400495095004,0.18280275792304668,0.01905206213774443,-0.0426015283266349
1.4919213410364237e-16,1.7228603348790505,1.7228603348790508,5.0,16.0,0.15,0.0,0.0,57.641077257065035,5.486084350706554,6.216895864661595,0.19590050439692883,-0.039864178166531386,-0.06890833058361302
1.560003254953661e-32,-7.16440339675319e-17,4.961309141293668e-16,5.0,16.0,0.15,0.0,0.0,61.371073137001936,-0.20569597330804693,0.3207989020709073,0.19702268898012784,-0.06755483616509006,-0.08318391874823636
-1.4919213410364237e-16,-1.7228603348790512,-1.72286033487905,5.0,16.0,0.15,0.0,0.0,55.75406795342174,-6.215006985382106,-6.084127480237833,0.1870999382619151,-0.09245641887978552,-0.08748780871631272
-3.0563455269289174e-16,-3.5294464481437346,-3.529446448143733,5.0,16.0,0.15,0.0,0.0,42.612855531981566,-12.825202384029199,-13.225120369825403,0.1670628788315618,-0.14300543333247165,-0.08387951638364999
2.833481680343871e-16,4.6255245902695,1.9186450819460996,5.0,16.0,0.15,0.0,0.0,43.42439635564172,14.806982537224345,6.439732128375029,0.1871892188230444,0.04460226559979528,-0.060506387554656725
1.411945843743868e-16,3.2610103793994254,-5.169475958410885e-16,5.0,16.0,0.15,0.0,0.0,53.98280339422813,10.423503328215,-0.22555784284187935,0.18778447676115478,0.003226688886718946,-0.0937950050629035
2.7155612215860026e-32,1.72286033487905,-1.72286033487905,5.0,16.0,0.15,0.0,0.0,56.83035605002591,5.735920269042902,-6.109145185450189,0.1794007807312732,-0.021930269026133903,-0.1109241840786479
-1.4119458437438678e-16,1.0309423435464981e-16,-3.2610103793994245,5.0,16.0,0.15,0.0,0.0,53.09263031649974,0.1446374788070682,-11.787228845029027,0.16627894182773587,-0.050973637700860074,-0.11552017757647379
-2.833481680343871e-16,-1.9186450819460992,-4.625524590269501,5.0,16.0,0.15,0.0,0.0,43.89520218711433,-6.949940923393477,-17.83600776715751,0.15265977114487894,-0.10400844669955635,-0.11120923853096513
2.1648901405887326e-16,5.0,-1.201363498045609e-15,5.0,16.0,0.15,0.0,0.0,44.13061556101746,16.50394977733895,0.0,0.17874964202397337,0.06181369017350491,-0.07876241966291689
1.1720193518662014e-16,4.625524590269501,-1.9186450819461007,5.0,16.0,0.15,0.0,0.0,44.83002897931052,15.577825813118935,-6.887881408817288,0.16306663989968445,0.044970440374665244,-0.09980272816898213
-3.0814879110195774e-33,3.529446448143733,-3.5294464481437338,5.0,16.0,0.15,0.0,0.0,45.32796130481848,12.11864027926638,-13.282528721470442,0.14555752972159786,0.021814796112639683,-0.11271624228444112
-1.172019351866202e-16,1.9186450819460985,-4.6255245902695,5.0,16.0,0.15,0.0,0.0,45.4315560569857,6.7261270718223845,-17.9609821565914,0.13290030762383315,-0.010184887675836593,-0.12192356376897623
-2.1648901405887338e-16,-5.773043016856624e-16,-5.000000000000001,5.0,16.0,0.15,0.0,0.0,44.947956755256556,2.0086828038959506e-05,-19.7002819328121,0.1317729697405099,-0.053560256054028414,-0.13184529438226988
12.499999999999996,5.037062176848604e-16,5.0,5.0,16.0,0.15,0.0,0.0,43.55290098022721,-6.690940116446785e-05,18.215540674696683,0.15971188554358406,-0.05063420414083125,-0.020537365944624603
12.5,-1.9186450819461005,4.6255245902694995,5.0,16.0,0.15,0.0,0.0,42.78646184013802,-6.709532879307735,16.581410075429734,0.14774481653068205,-0.0739257175437438,-0.016479506781717747
12.5,-3.5294464481437346,3.5294464481437333,5.0,16.0,0.15,0.0,0.0,42.317269403162285,-12.794015787561689,12.607173353574709,0.1419912774939045,-0.10110089200609164,-0.014069433900365177
