x,y,z,E1,E2,P,PCA_1,PCA_2,x',y',z',dx,dy,dz
2.1648901405887338e-16,5.773043016856624e-16,5.000000000000001,4.0,10.0,0.15,0.0,0.0,41.22725960227346,-6.10762775951607e-05,16.627520190459084,0.22672400929675263,-0.04929905704200398,0.014315836635166335
1.172019351866202e-16,-1.9186450819461003,4.625524590269501,4.0,10.0,0.15,0.0,0.0,40.51933030186216,-6.221982221460538,15.147470598616835,0.21244689803522443,-0.09588679014038765,-0.004427039635299616
-2.619264724366641e-32,-3.5294464481437338,3.5294464481437338,4.0,10.0,0.15,0.0,0.0,40.140834983951024,-11.753024929963155,11.603534140154643,0.2030618867944156,-0.14217959173714204,-0.015626663498993616
-1.172019351866202e-16,-4.625524590269501,1.9186450819461003,4.0,10.0,0.15,0.0,0.0,40.12801367217213,-15.862522476913615,6.4147224808066055,0.2044665766715944,-0.18777084772183136,-0.031378261538032866
-2.164890140588733e-16,-5.0,5.73326514572099e-16,4.0,10.0,0.15,0.0,0.0,40.517106390157515,-17.819808137440084,4.7286306812814305e-05,0.22255856876402902,-0.23225394398401988,-0.06377706033453458
2.833481680343871e-16,1.9186450819460998,4.6255245902694995,4.0,10.0,0.15,0.0,0.0,42.027002167111895,6.034521165803898,15.464248661882248,0.24621938758212675,-0.0007989301864923404,-0.01231173474285511
1.4119458437438685e-16,3.425943517869783e-16,3.2610103793994263,4.0,10.0,0.15,0.0,0.0,53.81615231166258,0.14458409575943026,11.615798937284156,0.26255078826498457,-0.08066597608136274,-0.05151379868515222
-4.81482486096809e-34,-1.7228603348790508,1.7228603348790508,4.0,10.0,0.15,0.0,0.0,56.593452727669366,-5.953060391679164,6.170594893227602,0.26801941093130577,-0.12287581387539638,-0.07197244471606362
-1.4119458437438685e-16,-3.2610103793994267,7.979727989493313e-17,4.0,10.0,0.15,0.0,0.0,51.92836404592233,-11.751246808153038,-0.22552729427392287,0.26211733276479404,-0.16095422519191693,-0.08564482068313423
-2.8334816803438714e-16,-4.625524590269502,-1.9186450819460985,4.0,10.0,0.15,0.0,0.0,41.39034689721154,-16.742809665303334,-6.926731449206915,0.24433663094915303,-0.2284269916542481,-0.10448807443390884
3.0563455269289164e-16,3.5294464481437333,3.529446448143733,4.0,10.0,0.15,0.0,0.0,42.74128648795392,11.14368768517527,11.831400495095004,0.2597882469280308,0.04252981258974628,-0.03764858027512766
1.4919213410364237e-16,1.7228603348790505,1.7228603348790508,4.0,10.0,0.15,0.0,0.0,57.641077257065035,5.486084350706554,6.216895864661595,0.2789331521558117,-0.04058537975548142,-0.09109430294411812
1.560003254953661e-32,-7.16440339675319e-17,4.961309141293668e-16,4.0,10.0,0.15,0.0,0.0,61.371073137001936,-0.20569597330804693,0.3207989020709073,0.2808244546211467,-0.08087864943177821,-0.11937567038447618
-1.4919213410364237e-16,-1.7228603348790512,-1.72286033487905,4.0,10.0,0.15,0.0,0.0,55.75406795342174,-6.215006985382106,-6.084127480237833,0.26874220293936735,-0.11941832609909955,-0.13396719341508673
-3.0563455269289174e-16,-3.5294464481437346,-3.529446448143733,4.0,10.0,0.15,0.0,0.0,42.612855531981566,-12.825202384029199,-13.225120369825403,0.24596644572580484,-0.19727273941740106,-0.14634338285483423
2.833481680343871e-16,4.6255245902695,1.9186450819460996,4.0,10.0,0.15,0.0,0.0,43.42439635564172,14.806982537224345,6.439732128375029,0.26392377352587754,0.07629799835782825,-0.06369790108896745
1.411945843743868e-16,3.2610103793994254,-5.169475958410885e-16,4.0,10.0,0.15,0.0,0.0,53.98280339422813,10.423503328215,-0.22555784284187935,0.2681947109856014,0.01323358314918095,-0.11859716589856097
2.7155612215860026e-32,1.72286033487905,-1.72286033487905,4.0,10.0,0.15,0.0,0.0,56.83035605002591,5.735920269042902,-6.109145185450189,0.25790892418990063,-0.02524384888549289,-0.14985614983269255
-1.4119458437438678e-16,1.0309423435464981e-16,-3.2610103793994245,4.0,10.0,0.15,0.0,0.0,53.09263031649974,0.1446374788070682,-11.787228845029027,0.24232564820016803,-0.0684013652908928,-0.1673255139798663
-2.833481680343871e-16,-1.9186450819460992,-4.625524590269501,4.0,10.0,0.15,0.0,0.0,43.89520218711433,-6.949940923393477,-17.83600776715751,0.23070411807779623,-0.1455060336117184,-0.18085591942858645
2.1648901405887326e-16,5.0,-1.201363498045609e-15,4.0,10.0,0.15,0.0,0.0,44.13061556101746,16.50394977733895,0.0,0.2551191535670796,0.09611645418886994,-0.09246289831169058
1.1720193518662014e-16,4.625524590269501,-1.9186450819461007,4.0,10.0,0.15,0.0,0.0,44.83002897931052,15.577825813118935,-6.887881408817288,0.23693618603224903,0.06966949694454912,-0.12945100103484458
-3.0814879110195774e-33,3.529446448143733,-3.5294464481437338,4.0,10.0,0.15,0.0,0.0,45.32796130481848,12.11864027926638,-13.282528721470442,0.2157047259635294,0.03497283728425417,-0.15543369238917384
-1.172019351866202e-16,1.9186450819460985,-4.6255245902695,4.0,10.0,0.15,0.0,0.0,45.4315560569857,6.7261270718223845,-17.9609821565914,0.20085212955204973,-0.01314155761481029,-0.1766999166234491
-2.1648901405887338e-16,-5.773043016856624e-16,-5.000000000000001,4.0,10.0,0.15,0.0,0.0,44.947956755256556,2.0086828038959506e-05,-19.7002819328121,0.201805752988939,-0.07984172057543965,-0.19953861798644112
12.499999999999996,5.037062176848604e-16,5.0,4.0,10.0,0.15,0.0,0.0,43.55290098022721,-6.690940116446785e-05,18.215540674696683,0.23731641218652794,-0.05203858738929876,-0.020814028765100273
12.5,-1.9186450819461005,4.6255245902694995,4.0,10.0,0.15,0.0,0.0,42.78646184013802,-6.709532879307735,16.581410075429734,0.22356349205229498,-0.08705630441979632,-0.024006477769925184
12.5,-3.5294464481437346,3.5294464481437333,4.0,10.0,0.15,0.0,0.0,42.317269403162285,-12.794015787561689,12.607173353574709,0.21424032919125124,-0.12749535751818422,-0.029177102805112515
12.499999999999996,-4.625524590269503,1.9186450819460998,4.0,10.0,0.15,0.0,0.0,42.215838716501615,-17.346915233049344,6.883248034360631,0.21547666257645612,-0.16632390965586594,-0.04056486639555968
12.499999999999996,-5.0,4.3349015497057523e-16,4.0,10.0,0.15,0.0,0.0,42.55268482735762,-19.461630814657045,5.1643016506225735e-05,0.2334022311809691,-0.19651012380424476,-0.06240873106616412
12.5,1.9186450819461014,4.6255245902695,4.0,10.0,0.15,0.0,0.0,44.390251532451266,6.480947048378544,16.842759532521306,0.25659180427844597,-0.020791471310615726,-0.03411030394774745
12.499999999999996,3.774809048949547e-16,3.2610103793994263,4.0,10.0,0.15,0.0,0.0,55.52173665301165,0.1457188361527339,12.300718535469288,0.25717488635077684,-0.08036639353923693,-0.06963731641454382
12.499999999999996,-1.7228603348790505,1.7228603348790505,4.0,10.0,0.15,0.0,0.0,58.13721827265562,-6.293252313957625,6.467031938699846,0.2595805245097365,-0.1118855464399202,-0.08076637388445351
12.499999999999996,-3.2610103793994276,-2.5630539357557325e-16,4.0,10.0,0.15,0.0,0.0,53.63282118388946,-12.505726696806537,-0.22095825934697774,0.25855449261322067,-0.14278131122880144,-0.08522802060952911
12.5,-4.625524590269503,-1.9186450819460994,4.0,10.0,0.15,0.0,0.0,43.40467017921932,-18.161464607247993,-7.325910060231131,0.24884256451912434,-0.20048606912201672,-0.10075280084182356
12.5,3.5294464481437333,3.5294464481437324,4.0,10.0,0.15,0.0,0.0,45.140083542847144,12.051360626349318,12.769557543107693,0.26871566953142495,0.01660628314209884,-0.05099617463281098
12.499999999999996,1.72286033487905,1.7228603348790505,4.0,10.0,0.15,0.0,0.0,59.30513493352185,5.789429530656479,6.4955475131780505,0.27059687253088655,-0.05345126826332935,-0.10217312762361136
12.499999999999996,-6.600041839014519e-16,-2.5543803183758484e-16,4.0,10.0,0.15,0.0,0.0,62.85282376247472,-0.20731373352193072,0.3143037915512551,0.26664612643230257,-0.07983616640174698,-0.1199305258778391
12.5,-1.7228603348790512,-1.7228603348790512,4.0,10.0,0.15,0.0,0.0,57.41099886915195,-6.5323832432425775,-6.3328537491023535,0.25797174420242297,-0.10514873549380445,-0.12534630043870654
12.5,-3.5294464481437333,-3.5294464481437338,4.0,10.0,0.15,0.0,0.0,44.60750909299979,-13.779293075562144,-14.004605236112436,0.24568203880799855,-0.1719892997601522,-0.13949838234942585
12.499999999999996,4.6255245902694995,1.9186450819460985,4.0,10.0,0.15,0.0,0.0,45.833739969736385,16.06150348254362,6.865461950814405,0.27142427243983763,0.04756101028855617,-0.07362437376329548
12.499999999999996,3.261010379399424,-1.014379552577438e-15,4.0,10.0,0.15,0.0,0.0,55.90590668417614,11.047789173369436,-0.2209908127381409,0.2650772361442789,-0.011007865172811496,-0.12232297192541057
12.499999999999996,1.7228603348790499,-1.7228603348790512,4.0,10.0,0.15,0.0,0.0,58.582386371768216,6.014272020170434,-6.337258606343554,0.24817202207611713,-0.03728296641024681,-0.14382939175028153
12.499999999999996,-7.5419039460965295e-16,-3.2610103793994267,4.0,10.0,0.15,0.0,0.0,54.89360647391951,0.14577537669689772,-12.289863419281959,0.23193831550345775,-0.06449204700117171,-0.15354754157191416
12.499999999999996,-1.9186450819460998,-4.625524590269502,4.0,10.0,0.15,0.0,0.0,45.869994432036926,-7.372877403300908,-18.885327240833465,0.2276058016944064,-0.12586286052300824,-0.1668813297243143
12.499999999999996,5.0,-1.6061529600500198e-15,4.0,10.0,0.15,0.0,0.0,46.502563771440556,17.861705274993906,0.0,0.2624538774980566,0.05947904444846752,-0.10414763428220551
12.5,4.6255245902694995,-1.9186450819461018,4.0,10.0,0.15,0.0,0.0,47.09330190748205,16.746987733457523,-7.23578426357343,0.24186376274260707,0.042266879151578673,-0.1307959098482242
12.5,3.529446448143733,-3.529446448143734,4.0,10.0,0.15,0.0,0.0,47.44420659968472,12.921977013544504,-13.973902773457077,0.21689309855834804,0.009838304527998129,-0.14962280446679266
12.499999999999996,1.918645081946097,-4.6255245902695,4.0,10.0,0.15,0.0,0.0,47.42387869982233,7.101409412066285,-18.92941225426226,0.19866410467571985,-0.03187711030119999,-0.16245957969797428
12.499999999999996,-9.820937636900733e-16,-5.0,4.0,10.0,0.15,0.0,0.0,46.900919059668574,2.1225834300345542e-05,-20.817369430600305,0.19829900082516266,-0.07694979621494154,-0.17113749710183232
24.999999999999993,-3.6475117352460276e-16,5.0,4.0,10.0,0.15,0.0,0.0,45.882318122434796,-7.271469557020232e-05,19.795984895327408,0.24091362777811343,-0.059198522187289944,-0.04328394702065652
25.0,-1.9186450819461012,4.6255245902694995,4.0,10.0,0.15,0.0,0.0,45.03859708468174,-7.476569543851558,18.121812900857467,0.2252241832183476,-0.08271489269746514,-0.04062359703142767
25.0,-3.529446448143735,3.5294464481437324,4.0,10.0,0.15,0.0,0.0,44.48303843494431,-14.10637183024479,13.858576606027265,0.21775572728555603,-0.11474411522475099,-0.040631142172930824
24.999999999999993,-4.6255245902695,1.9186450819460985,4.0,10.0,0.15,0.0,0.0,44.299834572724215,-18.962506391200638,7.615062241596947,0.22078850416604923,-0.1473457188946858,-0.046932009761573974
24.999999999999993,-5.000000000000002,-1.920935590362413e-16,4.0,10.0,0.15,0.0,0.0,44.57317789752312,-21.11800004404445,5.6038326656145744e-05,0.23660275804613784,-0.17257923283280796,-0.06315162711376508
25.0,1.9186450819460996,4.6255245902694995,4.0,10.0,0.15,0.0,0.0,46.79305330285891,7.208554673166637,18.261220235218374,0.26161238583110075,-0.036974897524367036,-0.05227152265841247
24.999999999999993,-4.698753231389202e-16,3.261010379399425,4.0,10.0,0.15,0.0,0.0,57.06393753498804,0.144630255300782,12.9323127703744,0.2536696198783149,-0.08004526896877126,-0.0816980490566128
24.999999999999993,-1.7228603348790512,1.7228603348790497,4.0,10.0,0.15,0.0,0.0,59.555947208773055,-6.68487057270506,6.77582535760333,0.2533068061344661,-0.1034555443402376,-0.08622975462740153
24.999999999999993,-3.2610103793994276,-6.635317295611287e-16,4.0,10.0,0.15,0.0,0.0,55.3160462244187,-13.2779059153812,-0.2040278465027471,0.2541256558009141,-0.1283171861783696,-0.0852228965225948
25.0,-4.625524590269502,-1.9186450819460996,4.0,10.0,0.15,0.0,0.0,45.39119848212975,-19.632433877257945,-8.003032685351725,0.24972788007901903,-0.17574165702277095,-0.09803373189400874
25.0,3.5294464481437324,3.5294464481437324,4.0,10.0,0.15,0.0,0.0,47.600513753366805,13.23373182225825,13.876902626389617,0.2739494543161274,-0.007251227225731224,-0.06409852097680213
24.999999999999993,1.7228603348790494,1.7228603348790497,4.0,10.0,0.15,0.0,0.0,60.916315235134356,6.148469278541063,6.765214021665253,0.2649313092199103,-0.062030679142286445,-0.110144707501039
24.999999999999996,-1.022018557630294e-15,-8.59772322781005e-16,4.0,10.0,0.15,0.0,0.0,64.35095328932013,-0.2057693560078863,0.2902281738977423,0.25683726982129873,-0.07927373020164934,-0.12057504561746558
25.0,-1.7228603348790517,-1.7228603348790517,4.0,10.0,0.15,0.0,0.0,59.15497225541333,-6.873808587676794,-6.629654980202924,0.2495660623952136,-0.09590581184076624,-0.11984396323620741
25.0,-3.5294464481437346,-3.529446448143734,4.0,10.0,0.15,0.0,0.0,46.578916472902925,-14.900472922753844,-15.076035503926756,0.24301641321657644,-0.1488523554965832,-0.13240588826739047
24.999999999999993,4.6255245902694995,1.9186450819460983,4.0,10.0,0.15,0.0,0.0,48.29679613359279,17.4469603297742,7.503129928197906,0.27589678757878655,0.019160116255243276,-0.08222505453632369
24.999999999999993,3.261010379399424,-1.3556863964758747e-15,4.0,10.0,0.15,0.0,0.0,57.89499431040968,11.695094632210816,-0.20406247423837315,0.26075921659774554,-0.029087526094918898,-0.1267178254309868
