x,y,z,E1,E2,P,PCA_1,PCA_2,x',y',z',dx,dy,dz
2.1648901405887338e-16,5.773043016856624e-16,5.000000000000001,3.5,34.0,0.15,0.0,0.0,41.22725960227346,-6.10762775951607e-05,16.627520190459084,0.15558276927414028,-0.09905569519435262,-0.0066152684181943755
1.172019351866202e-16,-1.9186450819461003,4.625524590269501,3.5,34.0,0.15,0.0,0.0,40.51933030186216,-6.221982221460538,15.147470598616835,0.1381400725235185,-0.12035870854430789,-0.0062056867604542995
-2.619264724366641e-32,-3.5294464481437338,3.5294464481437338,3.5,34.0,0.15,0.0,0.0,40.140834983951024,-11.753024929963155,11.603534140154643,0.13365102472109625,-0.1461677457489558,0.002297990372000981
-1.172019351866202e-16,-4.625524590269501,1.9186450819461003,3.5,34.0,0.15,0.0,0.0,40.12801367217213,-15.862522476913615,6.4147224808066055,0.140983688971469,-0.17468208878347813,0.006404966369312091
-2.164890140588733e-16,-5.0,5.73326514572099e-16,3.5,34.0,0.15,0.0,0.0,40.517106390157515,-17.819808137440084,4.7286306812814305e-05,0.15900612837923234,-0.2041010196230566,-0.006375555378380343
2.833481680343871e-16,1.9186450819460998,4.6255245902694995,3.5,34.0,0.15,0.0,0.0,42.027002167111895,6.034521165803898,15.464248661882248,0.1819023672328962,-0.04461367037318753,-0.052065414334995994
1.4119458437438685e-16,3.425943517869783e-16,3.2610103793994263,3.5,34.0,0.15,0.0,0.0,53.81615231166258,0.14458409575943026,11.615798937284156,0.2007863517644498,-0.114520892099009,-0.03168926082573251
-4.81482486096809e-34,-1.7228603348790508,1.7228603348790508,3.5,34.0,0.15,0.0,0.0,56.593452727669366,-5.953060391679164,6.170594893227602,0.20777827199496263,-0.148651285798256,-0.028487715816272567
-1.4119458437438685e-16,-3.2610103793994267,7.979727989493313e-17,3.5,34.0,0.15,0.0,0.0,51.92836404592233,-11.751246808153038,-0.22552729427392287,0.20240873183032873,-0.16869519316120116,-0.02988678420675965
-2.8334816803438714e-16,-4.625524590269502,-1.9186450819460985,3.5,34.0,0.15,0.0,0.0,41.39034689721154,-16.742809665303334,-6.926731449206915,0.18420833517644208,-0.1963429558781169,-0.023312470897337192
3.0563455269289164e-16,3.5294464481437333,3.529446448143733,3.5,34.0,0.15,0.0,0.0,42.74128648795392,11.14368768517527,11.831400495095004,0.20422596784132363,-0.0028935494776283783,-0.07953706426023677
1.4919213410364237e-16,1.7228603348790505,1.7228603348790508,3.5,34.0,0.15,0.0,0.0,57.641077257065035,5.486084350706554,6.216895864661595,0.22371680095771318,-0.06774168960509663,-0.08097840514372973
1.560003254953661e-32,-7.16440339675319e-17,4.961309141293668e-16,3.5,34.0,0.15,0.0,0.0,61.371073137001936,-0.20569597330804693,0.3207989020709073,0.2270342330946273,-0.09855741016097946,-0.0875064427342117
-1.4919213410364237e-16,-1.7228603348790512,-1.72286033487905,3.5,34.0,0.15,0.0,0.0,55.75406795342174,-6.215006985382106,-6.084127480237833,0.2119320694501184,-0.12256611479316659,-0.0831926333678198
-3.0563455269289174e-16,-3.5294464481437346,-3.529446448143733,3.5,34.0,0.15,0.0,0.0,42.612855531981566,-12.825202384029199,-13.225120369825403,0.17616411522223885,-0.16699320714954743,-0.05210843338069113
2.833481680343871e-16,4.6255245902695,1.9186450819460996,3.5,34.0,0.15,0.0,0.0,43.42439635564172,14.806982537224345,6.439732128375029,0.2135102078886354,0.028903200999430702,-0.09631127167907477
1.411945843743868e-16,3.2610103793994254,-5.169475958410885e-16,3.5,34.0,0.15,0.0,0.0,53.98280339422813,10.423503328215,-0.22555784284187935,0.21406562200532472,-0.00748560104841865,-0.12200312210256818
2.7155612215860026e-32,1.72286033487905,-1.72286033487905,3.5,34.0,0.15,0.0,0.0,56.83035605002591,5.735920269042902,-6.109145185450189,0.2048900422555041,-0.03174628146434334,-0.1339797232832891
-1.4119458437438678e-16,1.0309423435464981e-16,-3.2610103793994245,3.5,34.0,0.15,0.0,0.0,53.09263031649974,0.1446374788070682,-11.787228845029027,0.18475272666911677,-0.062464031162857425,-0.12504549816384108
-2.833481680343871e-16,-1.9186450819460992,-4.625524590269501,3.5,34.0,0.15,0.0,0.0,43.89520218711433,-6.949940923393477,-17.83600776715751,0.1524229332761058,-0.11822404105847502,-0.08800486968682773
2.1648901405887326e-16,5.0,-1.201363498045609e-15,3.5,34.0,0.15,0.0,0.0,44.13061556101746,16.50394977733895,0.0,0.20071172416404437,0.05357511456509556,-0.10966909007666806
1.1720193518662014e-16,4.625524590269501,-1.9186450819461007,3.5,34.0,0.15,0.0,0.0,44.83002897931052,15.577825813118935,-6.887881408817288,0.1789670168093001,0.038782873585177,-0.12269341409037021
-3.0814879110195774e-33,3.529446448143733,-3.5294464481437338,3.5,34.0,0.15,0.0,0.0,45.32796130481848,12.11864027926638,-13.282528721470442,0.15481683371300692,0.0159219376644353,-0.12712909036497744
-1.172019351866202e-16,1.9186450819460985,-4.6255245902695,3.5,34.0,0.15,0.0,0.0,45.4315560569857,6.7261270718223845,-17.9609821565914,0.13606972832560288,-0.014558119753756739,-0.12697829564479612
-2.1648901405887338e-16,-5.773043016856624e-16,-5.000000000000001,3.5,34.0,0.15,0.0,0.0,44.947956755256556,2.0086828038959506e-05,-19.7002819328121,0.13053425409752606,-0.052207725226026305,-0.12624320667413258
12.499999999999996,5.037062176848604e-16,5.0,3.5,34.0,0.15,0.0,0.0,43.55290098022721,-6.690940116446785e-05,18.215540674696683,0.16330874359161013,-0.08801489554457839,-0.03275367147313904
12.5,-1.9186450819461005,4.6255245902694995,3.5,34.0,0.15,0.0,0.0,42.78646184013802,-6.709532879307735,16.581410075429734,0.1470223139138195,-0.1108692838521283,-0.01568810155967077
12.5,-3.5294464481437346,3.5294464481437333,3.5,34.0,0.15,0.0,0.0,42.317269403162285,-12.794015787561689,12.607173353574709,0.14309617444287723,-0.13798464785115347,-0.002279289679100053
12.499999999999996,-4.625524590269503,1.9186450819460998,3.5,34.0,0.15,0.0,0.0,42.215838716501615,-17.346915233049344,6.883248034360631,0.15044480350580516,-0.16384144327200917,0.002665715955830132
12.499999999999996,-5.0,4.3349015497057523e-16,3.5,34.0,0.15,0.0,0.0,42.55268482735762,-19.461630814657045,5.1643016506225735e-05,0.16798267942962503,-0.18292012584505077,-0.005660132867623196
12.5,1.9186450819461014,4.6255245902695,3.5,34.0,0.15,0.0,0.0,44.390251532451266,6.480947048378544,16.842759532521306,0.18811575743335224,-0.05676840419605722,-0.0652033582261471
12.499999999999996,3.774809048949547e-16,3.2610103793994263,3.5,34.0,0.15,0.0,0.0,55.52173665301165,0.1457188361527339,12.300718535469288,0.1942498599853542,-0.11094888516647206,-0.04547581763269517
12.499999999999996,-1.7228603348790505,1.7228603348790505,3.5,34.0,0.15,0.0,0.0,58.13721827265562,-6.293252313957625,6.467031938699846,0.20016764110262836,-0.13817774257875354,-0.036535574464916606
12.499999999999996,-3.2610103793994276,-2.5630539357557325e-16,3.5,34.0,0.15,0.0,0.0,53.63282118388946,-12.505726696806537,-0.22095825934697774,0.19956101433338325,-0.15509510946759691,-0.03245410677813157
